url,cooking_time
https://www.menupan.com/Cook/RecipeView.asp?cookid=736,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=548,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1559,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=301,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1495,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=807,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=587,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1139,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=919,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=721,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=308,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=448,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=979,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=982,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=456,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=236,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=240,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1427,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=883,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=452,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=122,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=539,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=224,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=608,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=298,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1666,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1464,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1707,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=486,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=487,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1456,90
https://www.menupan.com/Cook/RecipeView.asp?cookid=568,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=943,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=923,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1457,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=645,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1860,90
https://www.menupan.com/Cook/RecipeView.asp?cookid=1653,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=463,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1859,90
https://www.menupan.com/Cook/RecipeView.asp?cookid=1401,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1627,90
https://www.menupan.com/Cook/RecipeView.asp?cookid=1622,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=311,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1709,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=507,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1646,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1451,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1647,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=326,180
https://www.menupan.com/Cook/RecipeView.asp?cookid=985,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1058,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1705,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=627,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=1336,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=663,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=327,180
https://www.menupan.com/Cook/RecipeView.asp?cookid=1468,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1357,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=498,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=460,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=621,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=373,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=974,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=710,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=258,100
https://www.menupan.com/Cook/RecipeView.asp?cookid=1652,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=481,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=661,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=427,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1699,60
